TAZ_Forecast_Idx,YEAR,CO_FIPS,TAZID,CO_TAZID,TOTPOP,GQ_Pop,HH_Pop,HH,HH_Size,POP_00_17,POP_18_64,POP_65P,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,CO_NAME
2192_2017,2017,35,2192,352192,89.1,0,89.1,58.3,1.53,24,55.8,9.3,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2018,2018,35,2192,352192,89.6,0,89.6,58.7,1.53,23.9,56.1,9.6,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2019,2019,35,2192,352192,90,0,90,59,1.53,23.8,56.3,9.9,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2020,2020,35,2192,352192,90.4,0,90.4,59.3,1.52,23.6,56.7,10.1,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2021,2021,35,2192,352192,90.7,0,90.7,59.6,1.52,23.4,56.8,10.5,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2022,2022,35,2192,352192,91.1,0,91.1,60,1.52,23.2,57,10.9,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2023,2023,35,2192,352192,91.5,0,91.5,60.4,1.51,22.9,57.3,11.3,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2024,2024,35,2192,352192,91.9,0,91.9,60.8,1.51,22.7,57.6,11.6,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2025,2025,35,2192,352192,92.3,0,92.3,61.2,1.51,22.4,57.9,12,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2026,2026,35,2192,352192,92.7,0,92.7,61.6,1.5,22,58.3,12.4,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2027,2027,35,2192,352192,93.1,0,93.1,62,1.5,21.8,58.6,12.7,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2028,2028,35,2192,352192,93.5,0,93.5,62.4,1.5,21.5,59,13,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2029,2029,35,2192,352192,93.9,0,93.9,62.8,1.5,21.2,59.4,13.3,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2030,2030,35,2192,352192,94.3,0,94.3,63.2,1.49,21,59.8,13.5,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2031,2031,35,2192,352192,94.7,0,94.7,63.6,1.49,20.7,60.2,13.8,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2032,2032,35,2192,352192,95.1,0,95.1,64,1.49,20.5,60.6,14,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2033,2033,35,2192,352192,95.5,0,95.5,64.4,1.48,20.3,61,14.2,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2034,2034,35,2192,352192,95.9,0,95.9,64.8,1.48,20.1,61.4,14.4,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2035,2035,35,2192,352192,96.3,0,96.3,65.2,1.48,19.9,61.7,14.7,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2036,2036,35,2192,352192,96.7,0,96.7,65.6,1.47,19.8,61.9,15,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2037,2037,35,2192,352192,97.1,0,97.1,66,1.47,19.7,62.2,15.2,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2038,2038,35,2192,352192,97.5,0,97.5,66.4,1.47,19.7,62.3,15.5,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2039,2039,35,2192,352192,97.9,0,97.9,66.8,1.47,19.7,62.5,15.7,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2040,2040,35,2192,352192,98.3,0,98.3,67.2,1.46,19.7,62.6,16,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2041,2041,35,2192,352192,98.7,0,98.7,67.6,1.46,19.8,62.6,16.3,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2042,2042,35,2192,352192,99,0,99,68,1.46,19.8,62.5,16.7,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2043,2043,35,2192,352192,99.3,0,99.3,68.4,1.45,19.8,62.4,17.1,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2044,2044,35,2192,352192,99.6,0,99.6,68.8,1.45,19.9,62.1,17.6,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2045,2045,35,2192,352192,99.9,0,99.9,69.2,1.44,19.9,61.9,18.1,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2046,2046,35,2192,352192,100.2,0,100.2,69.5,1.44,19.9,61.7,18.6,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2047,2047,35,2192,352192,100.5,0,100.5,69.8,1.44,20,61.4,19.1,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2048,2048,35,2192,352192,100.8,0,100.8,70.1,1.44,20,61.1,19.7,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2049,2049,35,2192,352192,101.1,0,101.1,70.4,1.44,20,60.9,20.2,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2050,2050,35,2192,352192,101.4,0,101.4,70.7,1.43,19.9,60.8,20.7,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2051,2051,35,2192,352192,101.7,0,101.7,71,1.43,19.9,60.5,21.3,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2052,2052,35,2192,352192,102,0,102,71.3,1.43,19.9,60.2,21.9,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2053,2053,35,2192,352192,102.3,0,102.3,71.6,1.43,19.8,60,22.5,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2054,2054,35,2192,352192,102.6,0,102.6,71.9,1.43,19.7,59.8,23.1,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2055,2055,35,2192,352192,102.8,0,102.8,72.2,1.42,19.6,59.6,23.6,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2056,2056,35,2192,352192,103,0,103,72.5,1.42,19.5,59.4,24.1,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2057,2057,35,2192,352192,103.2,0,103.2,72.8,1.42,19.4,59.2,24.6,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2058,2058,35,2192,352192,103.4,0,103.4,73.1,1.41,19.2,59.4,24.8,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2059,2059,35,2192,352192,103.6,0,103.6,73.4,1.41,19,59.6,25,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2192_2060,2060,35,2192,352192,103.8,0,103.8,73.7,1.41,18.9,59.9,25,51,0,51,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2010,2010,35,2193,352193,22,0,22,11.1,1.98,6.4,13.7,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2011,2011,35,2193,352193,22.1,0,22.1,11.2,1.97,6.4,13.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2012,2012,35,2193,352193,22.2,0,22.2,11.3,1.96,6.3,13.8,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2013,2013,35,2193,352193,22.3,0,22.3,11.4,1.96,6.3,13.9,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2014,2014,35,2193,352193,22.4,0,22.4,11.5,1.95,6.2,14,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2015,2015,35,2193,352193,22.5,0,22.5,11.6,1.94,6.2,14.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2016,2016,35,2193,352193,22.6,0,22.6,11.7,1.93,6.2,14.1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2017,2017,35,2193,352193,22.8,0,22.8,11.8,1.93,6.2,14.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2018,2018,35,2193,352193,22.9,0,22.9,11.9,1.92,6.1,14.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2019,2019,35,2193,352193,23,0,23,12,1.92,6.1,14.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2020,2020,35,2193,352193,23.1,0,23.1,12.1,1.91,6,14.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2021,2021,35,2193,352193,23.2,0,23.2,12.2,1.9,6,14.5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2022,2022,35,2193,352193,23.3,0,23.3,12.3,1.89,5.9,14.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2023,2023,35,2193,352193,23.4,0,23.4,12.4,1.89,5.9,14.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2024,2024,35,2193,352193,23.5,0,23.5,12.5,1.88,5.8,14.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2025,2025,35,2193,352193,23.6,0,23.6,12.6,1.87,5.7,14.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2026,2026,35,2193,352193,23.7,0,23.7,12.7,1.87,5.6,14.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2027,2027,35,2193,352193,23.8,0,23.8,12.8,1.86,5.6,15,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2028,2028,35,2193,352193,23.9,0,23.9,12.9,1.85,5.5,15.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2029,2029,35,2193,352193,24,0,24,13,1.85,5.4,15.2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2030,2030,35,2193,352193,24.1,0,24.1,13.1,1.84,5.4,15.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2031,2031,35,2193,352193,24.2,0,24.2,13.2,1.83,5.3,15.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2032,2032,35,2193,352193,24.3,0,24.3,13.3,1.83,5.2,15.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2033,2033,35,2193,352193,24.4,0,24.4,13.4,1.82,5.2,15.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2034,2034,35,2193,352193,24.5,0,24.5,13.5,1.81,5.1,15.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2035,2035,35,2193,352193,24.6,0,24.6,13.6,1.81,5.1,15.8,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2036,2036,35,2193,352193,24.7,0,24.7,13.7,1.8,5.1,15.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2037,2037,35,2193,352193,24.8,0,24.8,13.8,1.8,5,15.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2038,2038,35,2193,352193,24.9,0,24.9,13.9,1.79,5,16,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2039,2039,35,2193,352193,25,0,25,14,1.79,5,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2040,2040,35,2193,352193,25.1,0,25.1,14.1,1.78,5,16,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2041,2041,35,2193,352193,25.2,0,25.2,14.2,1.77,5,16,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2042,2042,35,2193,352193,25.3,0,25.3,14.3,1.77,5.1,15.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2043,2043,35,2193,352193,25.4,0,25.4,14.4,1.76,5.1,15.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2044,2044,35,2193,352193,25.5,0,25.5,14.5,1.76,5.1,15.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2045,2045,35,2193,352193,25.6,0,25.6,14.6,1.75,5.1,15.9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2046,2046,35,2193,352193,25.7,0,25.7,14.7,1.75,5.1,15.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2047,2047,35,2193,352193,25.8,0,25.8,14.8,1.74,5.1,15.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2048,2048,35,2193,352193,25.9,0,25.9,14.9,1.74,5.1,15.7,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2049,2049,35,2193,352193,26,0,26,15,1.73,5.1,15.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2050,2050,35,2193,352193,26.1,0,26.1,15.1,1.73,5.1,15.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2051,2051,35,2193,352193,26.2,0,26.2,15.2,1.72,5.1,15.6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2052,2052,35,2193,352193,26.3,0,26.3,15.3,1.72,5.1,15.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2053,2053,35,2193,352193,26.4,0,26.4,15.4,1.71,5.1,15.5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2054,2054,35,2193,352193,26.5,0,26.5,15.5,1.71,5.1,15.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2055,2055,35,2193,352193,26.6,0,26.6,15.6,1.71,5.1,15.4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2056,2056,35,2193,352193,26.7,0,26.7,15.7,1.7,5.1,15.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2057,2057,35,2193,352193,26.8,0,26.8,15.8,1.7,5,15.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2058,2058,35,2193,352193,26.9,0,26.9,15.9,1.69,5,15.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2059,2059,35,2193,352193,27,0,27,16,1.69,5,15.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2193_2060,2060,35,2193,352193,27.1,0,27.1,16.1,1.68,4.9,15.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salt Lake
2194_2010,2010,35,2194,352194,36.1,0,36.1,19,1.9,10.5,22.4,3.2,90.6,27.9,35.7,0,0,0,0,0,27,0,0,0,0,Salt Lake
2194_2011,2011,35,2194,352194,36.3,0,36.3,19.1,1.9,10.4,22.6,3.3,91.4,27.9,36,0,0,0,0,0,27.5,0,0,0,0,Salt Lake
2194_2012,2012,35,2194,352194,36.5,0,36.5,19.2,1.9,10.4,22.7,3.4,92.6,28.4,36.5,0,0,0,0,0,27.7,0,0,0,0,Salt Lake
2194_2013,2013,35,2194,352194,36.7,0,36.7,19.3,1.9,10.3,22.9,3.5,94.2,28.8,37.3,0,0,0,0,0,28.1,0,0,0,0,Salt Lake
2194_2014,2014,35,2194,352194,36.9,0,36.9,19.4,1.9,10.3,23,3.6,95.2,29,37.8,0,0,0,0,0,28.4,0,0,0,0,Salt Lake
2194_2015,2015,35,2194,352194,37.1,0,37.1,19.5,1.9,10.2,23.2,3.7,96.5,29.4,38.3,0,0,0,0,0,28.8,0,0,0,0,Salt Lake
2194_2016,2016,35,2194,352194,37.3,0,37.3,19.6,1.9,10.2,23.3,3.8,97.5,29.7,38.6,0,0,0,0,0,29.2,0,0,0,0,Salt Lake
2194_2017,2017,35,2194,352194,37.6,0,37.6,19.8,1.9,10.1,23.6,3.9,98,29.8,38.9,0,0,0,0,0,29.3,0,0,0,0,Salt Lake
2194_2018,2018,35,2194,352194,37.8,0,37.8,19.9,1.9,10.1,23.6,4.1,99.1,30,39.4,0,0,0,0,0,29.7,0,0,0,0,Salt Lake
2194_2019,2019,35,2194,352194,38,0,38,20,1.9,10,23.8,4.2,100,30,40,0,0,0,0,0,30,0,0,0,0,Salt Lake
2194_2020,2020,35,2194,352194,38.2,0,38.2,20.1,1.9,10,23.9,4.3,96.9,29.5,38.1,0,0,0,0,0,29.3,0,0,0,0,Salt Lake
2194_2021,2021,35,2194,352194,38.3,0,38.3,20.2,1.9,9.9,24,4.4,100.2,30.3,39.5,0,0,0,0,0,30.4,0,0,0,0,Salt Lake
2194_2022,2022,35,2194,352194,38.5,0,38.5,20.3,1.9,9.8,24.1,4.6,100.8,29.8,39.8,0,0,0,0,0,31.2,0,0,0,0,Salt Lake
2194_2023,2023,35,2194,352194,38.7,0,38.7,20.4,1.9,9.7,24.2,4.8,102.2,29.5,41.3,0,0,0,0,0,31.4,0,0,0,0,Salt Lake
2194_2024,2024,35,2194,352194,38.9,0,38.9,20.5,1.9,9.6,24.4,4.9,102.9,29.2,42.1,0,0,0,0,0,31.6,0,0,0,0,Salt Lake
2194_2025,2025,35,2194,352194,39.1,0,39.1,20.6,1.9,9.5,24.5,5.1,103.1,29.1,42.2,0,0,0,0,0,31.8,0,0,0,0,Salt Lake
2194_2026,2026,35,2194,352194,39.3,0,39.3,20.7,1.9,9.3,24.8,5.2,103.3,29.1,42.3,0,0,0,0,0,31.9,0,0,0,0,Salt Lake
2194_2027,2027,35,2194,352194,39.5,0,39.5,20.8,1.9,9.2,24.9,5.4,103.5,29.1,42.4,0,0,0,0,0,32,0,0,0,0,Salt Lake
2194_2028,2028,35,2194,352194,39.7,0,39.7,20.9,1.9,9.1,25.1,5.5,103.8,29.1,42.6,0,0,0,0,0,32.1,0,0,0,0,Salt Lake
2194_2029,2029,35,2194,352194,39.9,0,39.9,21,1.9,9,25.2,5.7,104.4,29.2,42.9,0,0,0,0,0,32.3,0,0,0,0,Salt Lake
2194_2030,2030,35,2194,352194,40.1,0,40.1,21.1,1.9,8.9,25.4,5.8,105,29.3,43.4,0,0,0,0,0,32.3,0,0,0,0,Salt Lake
2194_2031,2031,35,2194,352194,40.3,0,40.3,21.2,1.9,8.8,25.6,5.9,104.9,29.5,43.1,0,0,0,0,0,32.3,0,0,0,0,Salt Lake
2194_2032,2032,35,2194,352194,40.5,0,40.5,21.3,1.9,8.7,25.9,5.9,105.2,29.7,43.1,0,0,0,0,0,32.4,0,0,0,0,Salt Lake
2194_2033,2033,35,2194,352194,40.7,0,40.7,21.4,1.9,8.6,26.1,6,105.4,29.9,43.1,0,0,0,0,0,32.4,0,0,0,0,Salt Lake
2194_2034,2034,35,2194,352194,40.9,0,40.9,21.5,1.9,8.6,26.2,6.1,105.8,30.1,43.2,0,0,0,0,0,32.5,0,0,0,0,Salt Lake
2194_2035,2035,35,2194,352194,41.1,0,41.1,21.6,1.9,8.5,26.3,6.3,106.2,30.3,43.3,0,0,0,0,0,32.6,0,0,0,0,Salt Lake
2194_2036,2036,35,2194,352194,41.3,0,41.3,21.7,1.9,8.4,26.5,6.4,106.5,30.5,43.3,0,0,0,0,0,32.7,0,0,0,0,Salt Lake
2194_2037,2037,35,2194,352194,41.5,0,41.5,21.8,1.9,8.4,26.6,6.5,106.9,30.7,43.4,0,0,0,0,0,32.8,0,0,0,0,Salt Lake
2194_2038,2038,35,2194,352194,41.7,0,41.7,21.9,1.9,8.4,26.7,6.6,107.2,30.9,43.4,0,0,0,0,0,32.9,0,0,0,0,Salt Lake
2194_2039,2039,35,2194,352194,41.9,0,41.9,22,1.9,8.4,26.8,6.7,107.5,31.1,43.4,0,0,0,0,0,33,0,0,0,0,Salt Lake
2194_2040,2040,35,2194,352194,42.1,0,42.1,22.1,1.9,8.4,26.8,6.9,107.8,31.3,43.4,0,0,0,0,0,33.1,0,0,0,0,Salt Lake
2194_2041,2041,35,2194,352194,42.3,0,42.3,22.2,1.91,8.5,26.8,7,108.3,31.5,43.6,0,0,0,0,0,33.2,0,0,0,0,Salt Lake
2194_2042,2042,35,2194,352194,42.4,0,42.4,22.3,1.9,8.5,26.7,7.2,108.8,31.7,43.8,0,0,0,0,0,33.3,0,0,0,0,Salt Lake
2194_2043,2043,35,2194,352194,42.5,0,42.5,22.4,1.9,8.5,26.7,7.3,109.3,31.9,44,0,0,0,0,0,33.4,0,0,0,0,Salt Lake
2194_2044,2044,35,2194,352194,42.6,0,42.6,22.5,1.89,8.5,26.6,7.5,109.8,32.1,44.2,0,0,0,0,0,33.5,0,0,0,0,Salt Lake
2194_2045,2045,35,2194,352194,42.7,0,42.7,22.6,1.89,8.5,26.5,7.7,110.3,32.3,44.4,0,0,0,0,0,33.6,0,0,0,0,Salt Lake
2194_2046,2046,35,2194,352194,42.8,0,42.8,22.7,1.89,8.5,26.4,7.9,110.8,32.5,44.6,0,0,0,0,0,33.7,0,0,0,0,Salt Lake
2194_2047,2047,35,2194,352194,42.9,0,42.9,22.8,1.88,8.5,26.2,8.2,111.4,32.7,44.9,0,0,0,0,0,33.8,0,0,0,0,Salt Lake
2194_2048,2048,35,2194,352194,43,0,43,22.9,1.88,8.5,26.1,8.4,112,32.9,45.2,0,0,0,0,0,33.9,0,0,0,0,Salt Lake
2194_2049,2049,35,2194,352194,43.1,0,43.1,23,1.87,8.5,26,8.6,112.5,33.1,45.4,0,0,0,0,0,34,0,0,0,0,Salt Lake
2194_2050,2050,35,2194,352194,43.2,0,43.2,23.1,1.87,8.5,25.9,8.8,112.8,33.3,45.5,0,0,0,0,0,34,0,0,0,0,Salt Lake
2194_2051,2051,35,2194,352194,43.3,0,43.3,23.2,1.87,8.5,25.7,9.1,113.2,33.5,45.6,0,0,0,0,0,34.1,0,0,0,0,Salt Lake
2194_2052,2052,35,2194,352194,43.4,0,43.4,23.3,1.86,8.5,25.6,9.3,113.6,33.7,45.7,0,0,0,0,0,34.2,0,0,0,0,Salt Lake
2194_2053,2053,35,2194,352194,43.5,0,43.5,23.4,1.86,8.4,25.5,9.6,114,33.9,45.8,0,0,0,0,0,34.3,0,0,0,0,Salt Lake
2194_2054,2054,35,2194,352194,43.6,0,43.6,23.5,1.86,8.4,25.4,9.8,114.4,34.1,45.9,0,0,0,0,0,34.4,0,0,0,0,Salt Lake
2194_2055,2055,35,2194,352194,43.7,0,43.7,23.6,1.85,8.3,25.4,10,114.7,34.2,46,0,0,0,0,0,34.5,0,0,0,0,Salt Lake
2194_2056,2056,35,2194,352194,43.8,0,43.8,23.7,1.85,8.3,25.2,10.3,114.9,34.3,46.1,0,0,0,0,0,34.5,0,0,0,0,Salt Lake
2194_2057,2057,35,2194,352194,43.9,0,43.9,23.8,1.84,8.2,25.3,10.4,115.1,34.4,46.2,0,0,0,0,0,34.5,0,0,0,0,Salt Lake
2194_2058,2058,35,2194,352194,44,0,44,23.9,1.84,8.2,25.2,10.6,115.3,34.5,46.3,0,0,0,0,0,34.5,0,0,0,0,Salt Lake
2194_2059,2059,35,2194,352194,44.1,0,44.1,24,1.84,8.1,25.4,10.6,115.5,34.6,46.4,0,0,0,0,0,34.5,0,0,0,0,Salt Lake
2194_2060,2060,35,2194,352194,44.2,0,44.2,24.1,1.83,8,25.5,10.7,115.7,34.7,46.5,0,0,0,0,0,34.5,0,0,0,0,Salt Lake
2195_2010,2010,35,2195,352195,123.4,0,123.4,64.8,1.9,35.8,76.8,10.8,55.1,8.6,10.7,0,0,0,8.3,0,27.5,0,0,0,0,Salt Lake
2195_2011,2011,35,2195,352195,124.2,0,124.2,65.3,1.9,35.7,77.3,11.2,55.8,8.6,10.8,0,0,0,8.4,0,28,0,0,0,0,Salt Lake
2195_2012,2012,35,2195,352195,125,0,125,65.8,1.9,35.6,77.9,11.5,56.4,8.7,11,0,0,0,8.5,0,28.2,0,0,0,0,Salt Lake
2195_2013,2013,35,2195,352195,125.6,0,125.6,66.2,1.9,35.4,78.3,11.9,57.2,8.8,11.2,0,0,0,8.6,0,28.6,0,0,0,0,Salt Lake
2195_2014,2014,35,2195,352195,126.2,0,126.2,66.6,1.89,35.2,78.7,12.3,57.9,8.9,11.4,0,0,0,8.7,0,28.9,0,0,0,0,Salt Lake
2195_2015,2015,35,2195,352195,126.9,0,126.9,67.1,1.89,35,79.2,12.7,58.7,9,11.6,0,0,0,8.8,0,29.3,0,0,0,0,Salt Lake
2195_2016,2016,35,2195,352195,127.7,0,127.7,67.6,1.89,34.8,79.8,13.1,59.4,9.1,11.7,0,0,0,8.9,0,29.7,0,0,0,0,Salt Lake
2195_2017,2017,35,2195,352195,128.7,0,128.7,68.2,1.89,34.7,80.5,13.5,59.7,9.1,11.8,0,0,0,9,0,29.8,0,0,0,0,Salt Lake
2195_2018,2018,35,2195,352195,129.4,0,129.4,68.6,1.89,34.5,81,13.9,60.5,9.2,12,0,0,0,9.1,0,30.2,0,0,0,0,Salt Lake
2195_2019,2019,35,2195,352195,130,0,130,69,1.88,34.3,81.4,14.3,61.1,9.2,12.2,0,0,0,9.2,0,30.5,0,0,0,0,Salt Lake
2195_2020,2020,35,2195,352195,130.6,0,130.6,69.4,1.88,34.1,81.8,14.7,59.5,9,11.6,0,0,0,9.1,0,29.8,0,0,0,0,Salt Lake
2195_2021,2021,35,2195,352195,131,0,131,69.8,1.88,33.8,82,15.2,61.3,9.2,12,0,0,0,9.2,0,30.9,0,0,0,0,Salt Lake
2195_2022,2022,35,2195,352195,131.6,0,131.6,70.3,1.87,33.5,82.4,15.7,62.2,9.1,12.1,0,0,0,9.3,0,31.7,0,0,0,0,Salt Lake
2195_2023,2023,35,2195,352195,132.2,0,132.2,70.8,1.87,33.1,82.8,16.3,62.8,9,12.5,0,0,0,9.4,0,31.9,0,0,0,0,Salt Lake
2195_2024,2024,35,2195,352195,132.8,0,132.8,71.3,1.86,32.7,83.3,16.8,63.1,8.9,12.7,0,0,0,9.4,0,32.1,0,0,0,0,Salt Lake
2195_2025,2025,35,2195,352195,133.4,0,133.4,71.7,1.86,32.3,83.7,17.4,63.3,8.9,12.7,0,0,0,9.4,0,32.3,0,0,0,0,Salt Lake
2195_2026,2026,35,2195,352195,134,0,134,72.1,1.86,31.9,84.2,17.9,63.4,8.9,12.7,0,0,0,9.4,0,32.4,0,0,0,0,Salt Lake
2195_2027,2027,35,2195,352195,134.6,0,134.6,72.5,1.86,31.4,84.8,18.4,63.6,8.9,12.7,0,0,0,9.5,0,32.5,0,0,0,0,Salt Lake
2195_2028,2028,35,2195,352195,135.2,0,135.2,73,1.85,31,85.4,18.8,63.7,8.9,12.7,0,0,0,9.5,0,32.6,0,0,0,0,Salt Lake
2195_2029,2029,35,2195,352195,135.8,0,135.8,73.5,1.85,30.7,85.9,19.2,64,8.9,12.8,0,0,0,9.5,0,32.8,0,0,0,0,Salt Lake
2195_2030,2030,35,2195,352195,136.4,0,136.4,74,1.84,30.3,86.5,19.6,64.2,8.9,13,0,0,0,9.5,0,32.8,0,0,0,0,Salt Lake
2195_2031,2031,35,2195,352195,137,0,137,74.5,1.84,30,87.1,19.9,64.3,9,12.9,0,0,0,9.6,0,32.8,0,0,0,0,Salt Lake
